formulation_cluster_id,cluster_id,paper_id,doi,source_lane,page_hint,field_groups,field_values_json,molecule_ids,source_local_entity_ids,preferred_names,entity_count,structure_backed_entity_count,identity_resolution,formulation_status,relative_core_signal,comsol_requirement_count,comsol_missing_requirements,strict_use_status,existing_condition_ids,crosschecked_source_local_entity_ids,crosschecked_source_local_inchikeys,identity_enrichment_status,accepted_source_local_entity_ids_v5,accepted_source_local_inchikeys_v5,accepted_source_local_entity_ids_v6,accepted_source_local_inchikeys_v6,accepted_source_local_entity_ids_v7,accepted_source_local_inchikeys_v7,accepted_source_local_entity_ids_v8,accepted_source_local_inchikeys_v8,accepted_source_local_entity_ids_v9,accepted_source_local_inchikeys_v9,accepted_source_local_entity_ids_v11,accepted_source_local_inchikeys_v11
FORM-a85145c7dbd995933f,CONDCL-746dfc0f27b125dbbe,zotero_4UUBRRGP,10.1002/adfm.201203880,core_two_photon,4,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",MOL-7f4fc6915069,,Irgacure 651,1,0,contains_existing_name_identity_candidate,single_field_identity_linked_context,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-4202590e9852,,,,,,,,,,,,,,,
FORM-56cbcc0394b3ba7745,CONDCL-78e5686f74e1d3d031,zotero_4UUBRRGP,10.1002/adfm.201203880,core_two_photon,4,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-a3b408c4d936,,,,,,,,,,,,,,,
FORM-27608c4267e2b06fec,CONDCL-f335820b5365b131da,ZPC-002898,10.1002/adfm.201203880,core_two_photon,4,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""100"", ""normalized_unit"": ""mW"", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""515"", ""normalized_unit"": ""nm"", ""raw"": ""515 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-e8716b787638dd0ee2,CONDCL-5a94fe2d3923a151d9,zotero_4UUBRRGP,10.1002/adfm.201203880,core_two_photon,5,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",MOL-28932315790a;MOL-63120fab18fb;MOL-7f4fc6915069,SRCENT-1b5e073932462319fe;SRCENT-65ab6786346f1710f2,Eosin Y;Irgacure 2959;Irgacure 369;Irgacure 651;Rose Bengal,5,1,accepted_source_local_structure_identity,single_field_identity_and_structure_linked_context,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-a89d3f0a4e3d,,,source_local_identity_accepted_v6,,,SRCENT-65ab6786346f1710f2,GJKGAPPUXSSCFI-UHFFFAOYSA-N,,,,,,,,
FORM-a01d135e2c6693f34d,CONDCL-51ab06ab7eec1c13d9,zotero_4UUBRRGP,10.1002/adfm.201203880,core_two_photon,7,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-c2fbc6d56443,,,,,,,,,,,,,,,
FORM-dce0e6b558a8917cfd,CONDCL-5f96fd586856b6ef0e,ZPC-002898,10.1002/adfm.201203880,core_two_photon,8,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""860"", ""normalized_unit"": ""nm"", ""raw"": ""860 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""740"", ""normalized_unit"": ""nm"", ""raw"": ""740 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-ab12df5eb3f264c8dc,CONDCL-7b3db478af9eb96e0b,ZPC-002898,10.1002/adfm.201203880,core_two_photon,8,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""860"", ""normalized_unit"": ""nm"", ""raw"": ""860 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""740"", ""normalized_unit"": ""nm"", ""raw"": ""740 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-d4d35ede61a0278bfa,CONDCL-cede01a33fc11455cf,ZPC-002126,10.1002/adfm.201500683,out_of_scope_for_expansion,4,laser_power,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""21 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""21"", ""normalized_unit"": ""mW"", ""raw"": ""21 mW"", ""raw_unit"": ""mW""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-94bc0e687f6b9ad21f,CONDCL-50eeab1d466981f3e6,ZPC-002126,10.1002/adfm.201500683,out_of_scope_for_expansion,5,laser_power,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""27 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""27"", ""normalized_unit"": ""mW"", ""raw"": ""27 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""19.44"", ""normalized_unit"": ""mW"", ""raw"": ""19.44 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""19.44 mW"", ""raw_unit"": ""mW""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-c99a0b37fbaf9eedfc,CONDCL-80fc1794881892873a,ZPC-002126,10.1002/adfm.201500683,out_of_scope_for_expansion,9,objective_NA,"{""objective_NA"": [{""normalized"": ""0.5"", ""normalized_unit"": ""dimensionless"", ""raw"": ""0.5"", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-72cb2d3fa5f8967c7b,CONDCL-e14239519e3273ee40,ZPC-002126,10.1002/adfm.201500683,out_of_scope_for_expansion,9,pulse_width_fs;wavelength_nm,"{""pulse_width_fs"": [{""normalized"": ""90"", ""normalized_unit"": ""fs"", ""raw"": ""90 fs"", ""raw_unit"": ""fs""}], ""wavelength_nm"": [{""normalized"": ""780"", ""normalized_unit"": ""nm"", ""raw"": ""780 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;motion_or_dwell;power_plane;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-f5f70177172ef0f58e,CONDCL-1a03041e0ac0b15518,OA2P-000005,10.1002/adfm.201702425,out_of_scope_for_expansion,10,pi_loading;scan_speed;wavelength_nm,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""0.1 mm"", ""raw_unit"": ""mm""}], ""scan_speed"": [{""normalized"": ""50000"", ""normalized_unit"": ""um/s"", ""raw"": ""50 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""50 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""100"", ""normalized_unit"": ""um/s"", ""raw"": ""0.1 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""0.1 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""1 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""1000"", ""normalized_unit"": ""um/s"", ""raw"": ""1 mm/s"", ""raw_unit"": ""mm/s""}], ""wavelength_nm"": [{""normalized"": ""350"", ""normalized_unit"": ""nm"", ""raw"": ""350 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-a16332014176d66440,CONDCL-057e85029b683ef20c,OA2P-000005,10.1002/adfm.201702425,out_of_scope_for_expansion,11,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": ""0.35"", ""normalized_unit"": ""um"", ""raw"": ""350 nm line width"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-be1a21eebd8499c9f8,CONDCL-cdb4eecb7c57f80c51,OA2P-000005,10.1002/adfm.201702425,out_of_scope_for_expansion,19,pulse_width_fs;repetition_rate_MHz;scan_speed;wavelength_nm,"{""pulse_width_fs"": [{""normalized"": ""100"", ""normalized_unit"": ""fs"", ""raw"": ""100 fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""80"", ""normalized_unit"": ""MHz"", ""raw"": ""80 MHz"", ""raw_unit"": ""MHz""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""10 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""10000"", ""normalized_unit"": ""um/s"", ""raw"": ""10 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""40"", ""normalized_unit"": ""um/s"", ""raw"": ""40 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""40 µm/s"", ""raw_unit"": ""µm/s""}], ""wavelength_nm"": [{""normalized"": ""780"", ""normalized_unit"": ""nm"", ""raw"": ""780 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,4,atmosphere;focusing;geometry;power_plane,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-e9c40edc2f4aa5cca4,CONDCL-c7ce3e6840bd48a738,OA2P-000005,10.1002/adfm.201702425,out_of_scope_for_expansion,20,dwell_time_ms,"{""dwell_time_ms"": [{""normalized"": ""800"", ""normalized_unit"": ""ms"", ""raw"": ""0.8 s"", ""raw_unit"": ""s""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-3d8b4c1d1cd914d3d2,CONDCL-0691176e53cd68331c,OA2P-000005,10.1002/adfm.201702425,out_of_scope_for_expansion,32,laser_power,"{""laser_power"": [{""normalized"": ""24"", ""normalized_unit"": ""mW"", ""raw"": ""24 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""24 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""26"", ""normalized_unit"": ""mW"", ""raw"": ""26 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""26 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""28 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""28"", ""normalized_unit"": ""mW"", ""raw"": ""28 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""30"", ""normalized_unit"": ""mW"", ""raw"": ""30 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""30 mW"", ""raw_unit"": ""mW""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-ec7ffe51d67a119032,CONDCL-34320139063b073ed0,OA2P-000005,10.1002/adfm.201702425,out_of_scope_for_expansion,33,scan_speed;wavelength_nm,"{""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""0.1 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""100"", ""normalized_unit"": ""um/s"", ""raw"": ""0.1 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""50000"", ""normalized_unit"": ""um/s"", ""raw"": ""50 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""50 mm/s"", ""raw_unit"": ""mm/s""}], ""wavelength_nm"": [{""normalized"": ""350"", ""normalized_unit"": ""nm"", ""raw"": ""350 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-fc6699c8aabf360967,CONDCL-cf1a81da471139072b,OA2P-000005,10.1002/adfm.201702425,out_of_scope_for_expansion,5,scan_speed;wavelength_nm,"{""scan_speed"": [{""normalized"": ""10000"", ""normalized_unit"": ""um/s"", ""raw"": ""10 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""10 mm/s"", ""raw_unit"": ""mm/s""}], ""wavelength_nm"": [{""normalized"": ""200"", ""normalized_unit"": ""nm"", ""raw"": ""200 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-b145cb4349b86ad05e,CONDCL-3a7dfbfd6309cb7f46,OA2P-000005,10.1002/adfm.201702425,out_of_scope_for_expansion,7,hatch_spacing_um,"{""hatch_spacing_um"": [{""normalized"": ""4.5"", ""normalized_unit"": ""um"", ""raw"": ""line spacing of 4.5 µm"", ""raw_unit"": ""µm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-fd7639f744efc3f7dc,CONDCL-b4a5d516bb8aedf347,OA2P-000005,10.1002/adfm.201702425,out_of_scope_for_expansion,8,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": ""0.1"", ""normalized_unit"": ""um"", ""raw"": ""100 nm line widths"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-cb27ac1551979b245a,CONDCL-d7779136f8724f6eb8,OA2P-000005,10.1002/adfm.201702425,out_of_scope_for_expansion,9,voxel_or_line_geometry;wavelength_nm,"{""voxel_or_line_geometry"": [{""normalized"": ""0.35"", ""normalized_unit"": ""um"", ""raw"": ""350 nm line widths"", ""raw_unit"": ""nm""}, {""normalized"": ""0.4"", ""normalized_unit"": ""um"", ""raw"": ""400 nm line widths"", ""raw_unit"": ""nm""}], ""wavelength_nm"": [{""normalized"": ""350"", ""normalized_unit"": ""nm"", ""raw"": ""350 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-43a3961472712cede6,CONDCL-52a3e13a2c30a40f5d,OA2P-000012,10.1002/adfm.202212482,background_photopolymer_context,3,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mm"", ""raw_unit"": ""mm""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""25 mm"", ""raw_unit"": ""mm""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""50 mm"", ""raw_unit"": ""mm""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""12.5 mm"", ""raw_unit"": ""mm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-162c17cb0519aed230,CONDCL-01d4e730d12247af33,OA2P-000012,10.1002/adfm.202212482,background_photopolymer_context,3,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""405"", ""normalized_unit"": ""nm"", ""raw"": ""405 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""640"", ""normalized_unit"": ""nm"", ""raw"": ""640 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-00c033df7df7c6d5d7,CONDCL-2467237439cfc53474,OA2P-000012,10.1002/adfm.202212482,background_photopolymer_context,4,objective_NA;scan_speed,"{""objective_NA"": [{""normalized"": ""1.4"", ""normalized_unit"": ""dimensionless"", ""raw"": ""1.4"", ""raw_unit"": """"}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""1 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""1000"", ""normalized_unit"": ""um/s"", ""raw"": ""1 mm/s"", ""raw_unit"": ""mm/s""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-1f2ce10f6b3d9e1792,CONDCL-0c30081f897fb39ead,OA2P-000012,10.1002/adfm.202212482,background_photopolymer_context,4,laser_power,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""226 µW"", ""raw_unit"": ""µW""}, {""normalized"": ""0.226"", ""normalized_unit"": ""mW"", ""raw"": ""226 µW"", ""raw_unit"": ""µW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""42 µW"", ""raw_unit"": ""µW""}, {""normalized"": ""0.042"", ""normalized_unit"": ""mW"", ""raw"": ""42 µW"", ""raw_unit"": ""µW""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-b903116b89aff82d80,CONDCL-eb92f9f6b1d3611936,OA2P-000012,10.1002/adfm.202212482,background_photopolymer_context,5,scan_speed;wavelength_nm,"{""scan_speed"": [{""normalized"": ""500"", ""normalized_unit"": ""um/s"", ""raw"": ""500 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""500 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": ""100"", ""normalized_unit"": ""um/s"", ""raw"": ""100 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 µm/s"", ""raw_unit"": ""µm/s""}], ""wavelength_nm"": [{""normalized"": ""405"", ""normalized_unit"": ""nm"", ""raw"": ""405 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""640"", ""normalized_unit"": ""nm"", ""raw"": ""640 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-3e516935855e4eb0ce,CONDCL-26387341ce8adeddb6,OA2P-000012,10.1002/adfm.202212482,background_photopolymer_context,5,laser_power,"{""laser_power"": [{""normalized"": ""10"", ""normalized_unit"": ""mW"", ""raw"": ""10 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""10 mW"", ""raw_unit"": ""mW""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-e6ead604f6a51fc17d,CONDCL-d09bffd17e24747612,OA2P-000012,10.1002/adfm.202212482,background_photopolymer_context,6,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": ""0.08"", ""normalized_unit"": ""mW"", ""raw"": ""80 µW"", ""raw_unit"": ""µW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""80 µW"", ""raw_unit"": ""µW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""1 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""1"", ""normalized_unit"": ""mW"", ""raw"": ""1 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""65 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""65"", ""normalized_unit"": ""mW"", ""raw"": ""65 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""5 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""5"", ""normalized_unit"": ""mW"", ""raw"": ""5 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""640"", ""normalized_unit"": ""nm"", ""raw"": ""640 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-7124f4dc636be4c575,CONDCL-7549708a963049443a,OA2P-000012,10.1002/adfm.202212482,background_photopolymer_context,6,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": ""0.672"", ""normalized_unit"": ""mW"", ""raw"": ""672 µW"", ""raw_unit"": ""µW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""672 µW"", ""raw_unit"": ""µW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""25 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""25"", ""normalized_unit"": ""mW"", ""raw"": ""25 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""0.616"", ""normalized_unit"": ""mW"", ""raw"": ""616 µW"", ""raw_unit"": ""µW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""616 µW"", ""raw_unit"": ""µW""}], ""wavelength_nm"": [{""normalized"": ""405"", ""normalized_unit"": ""nm"", ""raw"": ""405 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""640"", ""normalized_unit"": ""nm"", ""raw"": ""640 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""80"", ""normalized_unit"": ""nm"", ""raw"": ""80 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-7237af1d77aa9fa74b,CONDCL-0d92a84a7955d8d2e5,OA2P-000012,10.1002/adfm.202212482,background_photopolymer_context,7,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": ""1.86"", ""normalized_unit"": ""mW"", ""raw"": ""1.86 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""1.86 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""2.7 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""2.7"", ""normalized_unit"": ""mW"", ""raw"": ""2.7 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""100"", ""normalized_unit"": ""nm"", ""raw"": ""100 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""50"", ""normalized_unit"": ""nm"", ""raw"": ""50 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""405"", ""normalized_unit"": ""nm"", ""raw"": ""405 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-03f565bc517fd32e6b,CONDCL-3d96572fe5764240b4,OA2P-000012,10.1002/adfm.202212482,background_photopolymer_context,8,pi_loading;power_measurement_plane;wavelength_nm,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mm"", ""raw_unit"": ""mm""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""25 mm"", ""raw_unit"": ""mm""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""50 mM"", ""raw_unit"": ""mM""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""12.5 mm"", ""raw_unit"": ""mm""}], ""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""focus_estimated"", ""raw"": ""in the focal plane"", ""raw_unit"": """"}], ""wavelength_nm"": [{""normalized"": ""405"", ""normalized_unit"": ""nm"", ""raw"": ""405 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""640"", ""normalized_unit"": ""nm"", ""raw"": ""640 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""80"", ""normalized_unit"": ""nm"", ""raw"": ""80 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;motion_or_dwell;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-b5889b4ccbb16e1f47,CONDCL-899649ec7ebace3f4a,ZPC-004316,10.1002/adfm.202312211,polymerization_process_prior,4,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""760"", ""normalized_unit"": ""nm"", ""raw"": ""760 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
